Briggs	-121.7561888	38.5401556
LSA	-121.7565876	38.5394972
Robbins	-121.7518706	38.5407552
Hutch	-121.7538294	38.5409042
Storer	-121.7547197	38.5407836
Amndsn	-121.7532952	38.5418052
Haring	-121.7536513	38.5396262
GSBF	-121.7652252	38.5350989
Tupper	-121.7646021	38.5340292
RMI	-121.7516143	38.5330134
UCDMC	-121.4562847	38.5548444
UCDMCR	-121.4556643	38.5519864
Meyer	-121.754587	38.534739
Stockton	-121.455323	38.552986
Wickson	-121.751538	38.542022
